,caption,image_id
112885,A young man on a snow board performing a trick on a railing.,247057
112989,A man riding a snowboard down the side of a rail.,247057
113015,A man in white jacket grinding rail on a snowboard.,247057
113044,A person on a snow board performing a trick on a ledge.,247057
155607,The man has enjoyed many years as a surfer.,20179
155753,a male surfer in black shorts carrying a white board,20179
155891,A white-haired man with tattoos carries his surfboard along the shoreline.,20179
155938,The man is walking with his surfboard on the beach by the water.,20179
156063,A tattooed surfer walking on the beach with his board,20179
116536,A restaurant employee is serving food at a buffet.,419503
116537,A man with red cap dishing up food in a deli,419503
116585,A buffet styled restaurant without self service but a server.,419503
116709,A person standing at a counter with some food.,419503
130712,A man serving food to a woman from behind a glass counter.,419503
194860,"Woman proudly hod,ing expired vegetables in bag of plastic",197369
194952,A woman holding a bag of nasty looking food.,197369
195078,A woman holding a bag of items next to an open fridge.,197369
195259,A woman standing by a refrigerator with a bag.,197369
195302,A woman holding up a bag with food in it.,197369
100183,A person is skiing with ropes tied to a broken tree.,396542
100193,A cross country skier pulling a pine tree with a rope that is tied to their waste.,396542
100338,Lady cross country ski's with a cut down tree.,396542
100420,The skier is pulling a tree up the hill.,396542
100443,A skier is towing an evergreen behind while trodding a path.,396542
179911,A group of baseball players standing around a baseball field.,541202
179959,A baseball stadium with a group of people watching the batting practice with players on the field.,541202
180031,Fans watching a batter take his practice swings.,541202
180144,A baseball field with a man up to bat wearing a navy blue hat and shirt.,541202
180156,There are many people at a baseball game. ,541202
186851,A white refrigerator freezer covered in magnets and pictures.,159791
187091,"A large refrigerator covered in magnets, photos and postcards.",159791
187165,A refrigerator with a variety of magnets and pictures on it.,159791
187185,A refrigerator that is covered in magnets from top to bottom.,159791
193320,A refrigerator in the kitchen is covered with a multitude of magnets and pictures. ,159791
141408,A man riding a skateboard through the air.,276215
141512,A man in a brown shirt and jeans is on a cement platform and his skateboard is just off the platform at an angle.,276215
141520,A young person on a skate board doing a trick.,276215
141524,a person riding a skate board on a ledge,276215
141534,A man on a skateboard doing a trick in a courtyard.,276215
94349,"Two men walking together in a parking lot with a sleeping bag, a pillow, a comforter and suitcases.",367429
94357,A bunch of people carrying things in a lot.,367429
94457,Your own bed pillow can make your trip more comfortable.,367429
94513,Several people carrying sleeping bags and pillows walk through a parking lot.,367429
94573,People carrying bags and walking through a parking lot.,367429
95104,A man at the beach putting up a striped umbrella.,243955
95123,A group of people with umbrellas standing in the sand.,243955
95237,People set up umbrellas on the beach next to blankets. ,243955
95242,Several people set up beach umbrellas near the ocean.,243955
95268,A person in a backpack is under an umbrella on the beach.,243955
110043,A group of horse drawn carriages line up with each other.,106453
110139,Many people sit inside carriages with horses to pull them,106453
110191,There are several horses pulling wagons with people in them  ,106453
110264,A field with many carts pulled by horses.,106453
110314,A group of horses and wagons with drivers.,106453
179013,A refrigerator that has many pictures and magnets on it.,261073
179031,A small old style fridge covered with many magnets.,261073
179074,A white refrigerator freezer covered in lots of pictures and magnets.,261073
179146,A white refrigerator that has magnets all over it,261073
179178,A white refrigerator in a very small room.,261073
142514,A snow boarder who has fallen on a snowy hill.  ,328397
142520,A man falling on his snowboard in the snow.,328397
142558,A man snowboarding down a hill when he fell down.,328397
142573,A snowboarder has fallen down and landed in the snow.,328397
142646,A snowboarder is falling on his back while going downhill.,328397
175422,A man swinging a tennis racket at a ball on a field.,424960
175423,The man jumps high to hit the tennis ball.,424960
175433,A  person raised up off the ground in front of a crowd.,424960
175448,A woman serves a tennis ball as a crowd watches,424960
175609,an image of a tennis player returning a serve,424960
69420,Lady walking through a parking lot with an umbrella over her head.,375566
69434,A woman walking in the street with a yellow umbrella.,375566
69742,A woman walks down a road with a yellow umbrella. ,375566
69775,A woman holding an umbrella walking down a street.,375566
69882,A person walking down a road with a sun umbrella.,375566
1720,Three birthday candles stand lit on a cake.,449279
1725,A cake with three lit candles on top.,449279
1790,a chocolate frosting covered birthday cake with candles on it,449279
1874,Three candles lit on a cake with chocolate icing.,449279
1962,Three lit candles on a chocolate birthday cake. ,449279
99486,A baseball player about to throw a pitch.,209925
99580,A pitcher at the mound getting ready to deliver the pitch.,209925
99697,Baseball pitcher in process of throwing a pitch.,209925
99745,A pitcher at the pitcher's mound in the middle of a pitch.,209925
99814,A pitcher throwing a ball in a baseball field.,209925
63443,Their is a boy reading a book and sitting down.,25244
63465,A man reading a book on a bench on a boat.,25244
63731, a person sitting on a bench reading a book,25244
63751,A man sitting on top of a blue bench on a boat.,25244
63897,A man reading a book while on a bench.,25244
69405,a brown dog is laying on a gray couch ,228854
69407,A dog lying down on a couch next to a nightstand with a wedding picture on top. ,228854
69756,A red dog lays sprawled out on a gray couch next to an end table that features a wedding picture and a lamp.,228854
69859,A long haired brown dog laying on a couch ,228854
70004,A dog lounging on a sofa bear a photo of his family.,228854
182179,Two men who are playing video games together.,533743
182332,A couple of guys are playing the Nintendo Wii. ,533743
182395,two men stand in a living room pointing wii remotes,533743
182483,Two men play a game on the Wii in a room. ,533743
